  ip_max      load      disp      peeq  pressure   svmises     triax    eps_cr   csr_max
      34  2.72e-01  1.50e+00  5.62e-02  9.04e+01  2.40e+02  3.77e-01  2.34e-01  2.40e-01
      34  2.72e-01  1.58e+00  6.01e-02  9.42e+01  2.40e+02  3.93e-01  2.29e-01  2.63e-01
      34  2.73e-01  1.68e+00  6.48e-02  9.89e+01  2.40e+02  4.12e-01  2.22e-01  2.92e-01
      34  2.74e-01  1.78e+00  6.95e-02  1.04e+02  2.40e+02  4.32e-01  2.16e-01  3.22e-01
      34  2.74e-01  1.87e+00  7.42e-02  1.09e+02  2.40e+02  4.52e-01  2.09e-01  3.55e-01
      34  2.75e-01  1.99e+00  7.99e-02  1.14e+02  2.40e+02  4.76e-01  2.02e-01  3.96e-01
      34  2.75e-01  2.10e+00  8.56e-02  1.20e+02  2.40e+02  5.00e-01  1.95e-01  4.40e-01
      34  2.75e-01  2.22e+00  9.14e-02  1.26e+02  2.40e+02  5.23e-01  1.88e-01  4.86e-01
      34  2.76e-01  2.34e+00  9.72e-02  1.31e+02  2.40e+02  5.46e-01  1.82e-01  5.35e-01
      34  2.76e-01  2.45e+00  1.03e-01  1.36e+02  2.40e+02  5.68e-01  1.76e-01  5.85e-01
      34  2.76e-01  2.57e+00  1.09e-01  1.41e+02  2.40e+02  5.89e-01  1.70e-01  6.38e-01
      34  2.76e-01  2.68e+00  1.15e-01  1.46e+02  2.40e+02  6.10e-01  1.65e-01  6.94e-01
      34  2.77e-01  2.82e+00  1.22e-01  1.52e+02  2.40e+02  6.34e-01  1.59e-01  7.63e-01
      34  2.77e-01  2.99e+00  1.30e-01  1.59e+02  2.40e+02  6.62e-01  1.53e-01  8.51e-01
      34  2.77e-01  3.19e+00  1.40e-01  1.67e+02  2.40e+02  6.95e-01  1.45e-01  9.62e-01
      34  2.77e-01  3.39e+00  1.50e-01  1.74e+02  2.40e+02  7.26e-01  1.39e-01  1.08e+00
      34  2.77e-01  3.63e+00  1.62e-01  1.83e+02  2.40e+02  7.62e-01  1.32e-01  1.23e+00
      34  2.77e-01  3.86e+00  1.74e-01  1.91e+02  2.40e+02  7.96e-01  1.25e-01  1.39e+00
      34  2.78e-01  4.15e+00  1.88e-01  2.00e+02  2.40e+02  8.34e-01  1.18e-01  1.59e+00
      34  2.78e-01  4.44e+00  2.02e-01  2.09e+02  2.40e+02  8.69e-01  1.12e-01  1.81e+00
      34  2.78e-01  4.73e+00  2.17e-01  2.17e+02  2.40e+02  9.02e-01  1.06e-01  2.03e+00
      34  2.78e-01  5.02e+00  2.31e-01  2.24e+02  2.40e+02  9.33e-01  1.02e-01  2.27e+00
      34  2.78e-01  5.31e+00  2.45e-01  2.31e+02  2.40e+02  9.62e-01  9.73e-02  2.52e+00
      34  2.78e-01  5.60e+00  2.59e-01  2.38e+02  2.40e+02  9.90e-01  9.34e-02  2.78e+00
      34  2.78e-01  5.95e+00  2.76e-01  2.45e+02  2.40e+02  1.02e+00  8.92e-02  3.10e+00
      34  2.78e-01  6.30e+00  2.93e-01  2.52e+02  2.40e+02  1.05e+00  8.55e-02  3.43e+00
      34  2.78e-01  6.65e+00  3.10e-01  2.58e+02  2.40e+02  1.08e+00  8.21e-02  3.78e+00
      34  2.79e-01  7.07e+00  3.30e-01  2.65e+02  2.40e+02  1.10e+00  7.86e-02  4.20e+00
      34  2.79e-01  7.49e+00  3.51e-01  2.72e+02  2.40e+02  1.13e+00  7.54e-02  4.65e+00
      34  2.79e-01  7.90e+00  3.71e-01  2.78e+02  2.40e+02  1.16e+00  7.27e-02  5.10e+00
